source,target,category,notes,example_source,example_wrong,example_correct
ゴワゴワ,거칠거칠한,의성어,"피부나 털의 질감이 부드럽지 않고 뻣뻣하거나 까칠한 상태를 나타낸다. 본 문맥에서는 손등이나 손가락에 난 체모의 거친 촉감을 묘사하므로, 소설적 허용을 더해 '거칠거칠한', '까칠까칠한', 혹은 '빳빳한' 등으로 번역하여 성적인 자극이 느껴지는 질감을 생생하게 전달해야 한다. 단순히 '고와고와'라고 음차하는 것은 피해야 한다.",次郎が膣のなかで巧みに指を駆使し、敏感な子宮口をいたぶっている。指で摘んで揉みしだき、長い爪で入口のすぼまりを引っかいていた。しかもゴワゴワとした手に生えた毛が、膣壁の粘膜を刺激しているのだからたまらない。ひとたび痛みから快感へと転じていくと、よがり狂わされてしまうほどのものだ。,게다가 고와고와한 손에 난 털이 질벽의 점막을 자극하고 있어서 참을 수 없다.,게다가 거칠거칠한 손에 난 털이 질벽의 점막을 자극하고 있으니 참을 수가 없었다.
ググググ,"으으윽, 으으으으윽",의성어,"신음이나 고통을 참는 소리를 나타내는 의성어로, 단순히 글자 그대로 옮기기보다 인물이 느끼는 압박감이나 고통의 깊이에 따라 '으으윽', '으드득', '끄으으' 등 상황에 맞는 한국어 신음 소리로 의역해야 한다. '구구구구'와 같은 기계적 직역은 피해야 한다.",「ウッ、ウググググッ……」,"「윽, 우구구구구……」","「윽, 으으으으윽……」"
ハハハハ,하하하하,의성어,"웃음소리를 나타내는 의성어로, 문맥상 캐릭터의 호탕함이나 광기, 혹은 자신만만한 태도를 드러낸다. 한국어 소설 문법에 맞춰 '하하하하' 또는 상황의 격조에 따라 '하하하' 등으로 자연스럽게 처리하며, 단순히 글자 그대로 옮기기보다 인물의 감정 상태가 느껴지도록 배치해야 한다.",「あんちゃんよ、ここで俺たちと出会ったのも何かの縁だ。今日は特別に、二人に俺の猿の味を御馳走してやるよ……フフ、フハハハハハッ」,"후후, 하하하하하하앗.","후후, 하하하하하하!"
ガッガッ,"꺽꺽, 컥컥",의성어,원문의 'ガッガッ'은 원숭이가 거칠고 탁한 목소리로 내는 울음소리나 숨 가쁜 소리를 나타낸다. 한국어 문학적 표현으로는 동물의 거친 울음소리를 묘사할 때 사용하는 '꺽꺽' 혹은 목이 메는 듯한 '컥컥' 등으로 의역하는 것이 자연스럽다. 단순히 소리 자체를 나열하기보다 문맥에 따라 '꺽꺽거리는 소리'와 같이 서술형으로 풀어내는 것이 좋다.,雨がみぞれに変わり、夜はすっかり明けていた。道の片側の急峻な斜面の上方から「ガッガッガッ」という声と「ギィアーギャアー」という、いやな猿の交錯する声が聞こえてきた。,"경사면 위쪽에서 ""가각가각"" 하는 소리와 ""기아아갸아"" 하는 싫은 원숭이의 소리가 들려왔다.","경사면 위쪽에서 ""꺽꺽""거리는 소리와 ""끼아악, 끼아악"" 하는 불쾌한 원숭이들의 울음소리가 뒤섞여 들려왔다."
カチンカチン,딱딱하게,의성어,"본 문맥에서는 신체 부위가 발기하여 매우 단단해진 상태를 나타낸다. '카친카친'을 그대로 음차하기보다는 '딱딱하게', '단단하게', 혹은 상황에 따라 '빳빳하게' 등으로 의역하여 성적인 긴장감이나 상태를 자연스럽게 묘사해야 한다.",「姉さん、もうカチンカチンよ。早く一発目を終わらせなさいよ」,"「언니, 벌써 카친카친이야. 빨리 첫 발을 끝내버려」","「언니, 벌써 딱딱해졌잖아. 얼른 첫 판부터 끝내버려」"
ベチャベチャ,질척질척,의성어,"액체가 과도하게 묻어 축축하고 끈적거리는 상태를 나타낸다. 소설적 문맥에서는 단순히 액체가 묻었다는 사실을 넘어, 점성이 있는 액체로 인해 불쾌하거나 혹은 관능적인 느낌이 강조되도록 '질척질척', '질척이는', '범벅이 된' 등으로 의역하는 것이 자연스럽다. 기계적으로 '베차베차'라고 음차하지 않도록 주의한다.",クリトリスを鼻の頭に押しつけてきた。ぽってりとしたラヴィアが、鼻梁に張りついていた。すでに安藤の顔は蜜液でベチャベチャだ。生臭い性臭が鼻孔をくすぐり、大脳を刺激していた。,이미 안도의 얼굴은 꿀액으로 베차베차하다.,이미 안도의 얼굴은 애액으로 질척질척하게 젖어 있었다.
ニコニコ,"생글생글, 싱글벙글",의성어,"입 모양을 예쁘게 하며 즐겁게 웃는 모양을 나타낸다. 소설의 문맥과 캐릭터의 분위기에 따라 '생글생글' 혹은 '싱글벙글'로 번역하되, 인물의 표정이 드러나도록 자연스럽게 배치해야 한다. 단순히 '웃으며'라고 하기보다 웃음의 양상을 구체화하는 것이 문학적이다.",母親がニコニコと笑いながら、安藤のダラリとしたペニスを撫でまわしにかかる。,어머니가 니코니코 웃으면서 안도의 늘어진 페니스를 쓰다듬기 시작한다.,"어머니는 생글생글 웃음을 지으며, 안도의 축 처진 성기를 부드럽게 쓰다듬기 시작했다."
ブヨブヨ,물렁물렁,의성어,"부드럽고 탄력 없이 흐물거리는 질감을 나타낸다. 문맥상 성기 조직이 비대해져 있거나 힘없이 늘어진 상태를 묘사하므로, 단순히 '말랑말랑'하기보다는 살집이 불거져 흐물거리는 느낌을 주는 '물렁물렁' 혹은 '흐물흐물'로 의역하는 것이 소설적 몰입감을 높인다.",すでに何百、何千回とペニスを迎え入れてきたというヴァギナだった。ラヴィアはダラリとして溝から垂れさがっている。剥いてもいないのに、薄皮からクリトリスがのぞいていた。めくれば小指の頭くらいありそうなクリトリスだった。花びらはまるで芋虫のようで、ブヨブヨしていた。,꽃잎은 마치 애벌레 같아서 부요부요했다.,꽃잎은 마치 애벌레처럼 물렁물렁하게 부풀어 있었다.
ヒーヒー,"헉헉, 하악하악",의성어,"숨이 가빠서 내뱉는 거친 숨소리나 흥분으로 인해 몰아쉬는 호흡을 나타낸다. 문맥에 따라 '헉헉거리는', '하악거리는' 등으로 변주하여 소설적 흐름에 맞게 의역해야 하며, 단순히 소리 자체를 나열하기보다 인물의 상태가 느껴지도록 번역하는 것이 중요하다.",「なに言ってやがる。ヒーヒー、恥ずかしげもなく、ずっとよがり声あげてたくせに」,"“무슨 소릴 하는 거야. 히히, 부끄러운 줄도 모르고 계속 요가리 목소리를 내더니.”","“무슨 소릴 하는 거야. 헉헉거리면서, 부끄러운 줄도 모르고 계속 교성을 질러댔으면서.”"
ブルンブルン,"출렁출렁, 탱글탱글, 출렁이며",의성어,"가슴의 크기와 움직임의 탄력을 나타내는 표현이다. 문맥상 성적인 흥분 상태에서 가슴이 격하게 흔들리는 모습을 묘사하므로, 단순히 '흔들리다'라고 하기보다는 '출렁출렁'이나 '탱글탱글하게 흔들리다'와 같이 육감적인 느낌을 살려 의역하는 것이 자연스럽다. 상황에 따라 '출렁이며', '출렁거렸다' 등으로 변주하여 소설적 허용을 높여야 한다.",女はひっきりなしに口を半開きにして、四肢を震わせた。よがり声が急ピッチなあえぎ声に変わっていく。ピストンを送りこむたびに、乳首を立てた釣鐘型の大きな乳房が、胸の上でブルンブルンと艶めかしく揺れた。,피스톤을 밀어 넣을 때마다 큰 유방이 가슴 위에서 블루룬블룬하고 요염하게 흔들렸다.,"피스톤을 밀어 넣을 때마다, 꼿꼿이 선 유두를 가진 종 모양의 커다란 유방이 가슴 위에서 출렁출렁 요염하게 흔들렸다."
ペチャペチャ,"질척질척, 챱챱, 츄릅츄릅",의성어,"입술과 혀가 젖은 표면을 마찰하며 내는 소리를 나타낸다. 소설적 문맥에서는 단순히 소리 자체를 묘사하기보다 '질척이는 소리를 내며', '츄릅거리며'와 같이 동작의 느낌을 살려 의역하는 것이 자연스럽다. 상황의 농도에 따라 '질척질척'이나 '챱챱' 등으로 변주할 수 있다.",女も負けじと、鼻を鳴らしながら肉棒を責めたててきた。今度は指で根元をしっかりと固定させ、雁首に歯を軽くたてて刺激する。かと思えば、ペチャペチャと淫らな音をたてて、亀頭をねぶりまわす。そしてついに、女は喉の奥まで巨根を呑みこんだ。まさにディープスロートそのものだ。,페차페차하고 음란한 소리를 내며 귀두를 핥았다.,그러더니 이번에는 질척이는 음란한 소리를 내며 귀두를 핥아댔다.
グイッグイッ,"꽉꽉, 꾸욱꾸욱, 조여들며",의성어,"손가락이 깊숙이 박히는 움직임과 그에 반응하여 질 내부가 강하게 수축하는 역동적인 움직임을 나타낸다. 단순히 반복되는 동작을 넘어, 무언가를 강하게 움켜쥐거나 밀어붙이는 압박감이 느껴지도록 '꽉꽉' 또는 '꾸욱꾸욱'과 같이 힘이 실린 표현을 사용하거나, 문맥에 따라 '조여들며'와 같이 동사형으로 의역하여 소설적 긴장감을 살려야 한다.",女の口もとからかすかな呻き声がもれた。しかも女はその言葉に、確かに首を縦に振ってうなずいた。そして膣もまた、抉ってくる太い指をさらに奥まで呑みこもうと、グイッグイッと収縮する。まるでそこだけが意志を持った生き物のようだった。,"질도 또한, 파고드는 굵은 손가락을 더 깊게 삼키려고 구이구잇 하고 수축한다.","질 또한 파고드는 굵은 손가락을 더욱 깊숙이 삼켜버리려는 듯, 꽉꽉 조여들었다."
シュパシュパ,"질퍽질퍽, 슈욱슈욱",의성어,"액체가 튀거나 빠르게 움직이며 발생하는 마찰음을 나타내는 의성어다. 소설적 문맥에서는 단순히 소리를 나열하기보다 '질퍽거리는', '슈욱거리는' 등 형용사적 표현을 활용하거나, 액체가 튀는 느낌을 살린 한국어 의성어로 의역하여 관능적인 분위기를 극대화해야 한다. 기계적으로 '슈파슈파'라고 음차하는 것은 피해야 한다.",今や部屋のなかには、グチュグチュ、シュパシュパという淫らな音が漂っていた。二人は百年の眠りから目覚めたかのように、愛を貪り合っていく。夢中でお互いの陰部をねぶりつづけていった。,"이제 방 안에는 구츄구츄, 슈파슈파라는 음란한 소리가 떠돌고 있었다.",이제 방 안에는 질척이는 소리와 함께 슈욱슈욱거리는 음란한 소리가 감돌았다.
ジワッジワッ,"지릿지릿, 욱신욱신, 꽉",의성어,"단순히 물리적인 움직임뿐만 아니라, 내부의 근육이나 감각이 뜨겁고 강렬하게 조여오는 느낌을 나타낸다. 문맥상 성적인 쾌감과 함께 내부가 압박해오는 상황이므로, '지릿지릿하게', '욱신거리며', '빈틈없이' 등 상황에 따라 근육의 수축과 열감을 묘사하는 표현으로 의역해야 자연스럽다.",寿々子の感度は抜群だった。背を弓のように反りかえらせ、腰をせりあげて、自ら貪欲に快感をあさって身をくねらす。肉壷の襞がジワッジワッと肉棒に絡みついてきた。膣道が蠕動して締めつけてきた。,육포의 주름이 지와지와라고 육봉에 얽혀왔다.,질 내부의 주름이 뜨겁게 달아오르며 육봉을 꽉 조여왔다.
グラグラ,"출렁출렁, 흔들흔들",의성어,"본래 액체가 담긴 그릇이 크게 흔들리는 모양을 뜻하지만, 문맥상 관능적인 자극으로 인해 성적 흥분이 고조되거나 신체 부위가 격렬하게 동요하는 모습을 나타낸다. 소설적 허용을 통해 '출렁출렁'과 같이 액체감이 느껴지는 표현이나, 감각의 동요를 나타내는 '흔들흔들' 등으로 상황에 맞춰 의역해야 한다. 단순히 '그라그라'라고 음차하는 것은 피해야 한다.",そっと手をのばして秘唇をめくり、上方の薄皮をまくりあげてみた。ピンク色の肉玉が露呈されて、松木の官能をグラグラと揺さぶった。その下でひっそり閉じた二枚の花びらは、卑猥な感じの紅色だった。指先で摘んで引っぱると、淫らがましく伸びた。その内側はピンク色で、底にある肉の壷をのぞかせていた。,소나무의 관능을 그라그라 흔들었다.,소나무의 관능을 출렁이며 뒤흔들었다.
ジョリジョリ,까슬까슬,의성어,"피부에 닿는 거칠고 딱딱한 촉감을 나타내는 표현이다. 문맥상 체모의 거친 질감을 묘사하고 있으므로, 단순히 소리가 아닌 피부에 느껴지는 감촉을 뜻하는 '까슬까슬하다' 혹은 '까슬거리는' 등으로 의역하여 소설적 생동감을 살려야 한다.",柔らかく、弾力のある、なんとも言えない感触がてのひらに伝わってきた。ジョリジョリッという手触りからも、恥毛がたっぷりと生えているのがわかる。,조리조리한 촉감에서도 음모가 듬뿍 나 있는 것을 알 수 있다.,까슬거리는 촉감만으로도 체모가 무성하게 나 있다는 것을 알 수 있었다.
ウンウン,"음, 음, 과연, 그렇군",의성어,"상대방의 말을 듣거나 스스로 생각에 잠기며 고개를 끄덕이는 소리다. 소설 문맥에서는 단순히 소리를 묘사하기보다 '음, 음', '그렇군', '과연' 등 화자가 납득하거나 추측을 이어가는 독백적 어조로 의역해야 자연스럽다. 기계적으로 '웅웅'이라고 번역하면 진동음처럼 들릴 수 있으니 주의해야 한다.",「いや、日本ではない。西洋だな……これは北欧の海賊のようだ。海賊船のなかで、あなたが子分たちに指揮をとっている。あまり大きな船ではないが、あなたはこの海賊船の船長だったようですぞ……ウンウン、なるほどなるほど……数々の商船を襲って、随分と財宝をためこんだみたいですな」,"음음, 과연 과연…… 수많은 상선을 습격해서, 꽤 많은 재보를 모은 모양이군요.","음, 음, 과연, 그렇군요…… 수많은 상선을 습격해서, 꽤 많은 재보를 모은 모양이군요."
ァァァァァァ,아아아아악!,의성어,"단순히 모음의 연장이 아니라, 절정에 달했을 때 터져 나오는 비명이나 신음의 격렬함을 나타낸다. 한국어 소설 문맥에서는 단순히 글자를 늘어뜨리기보다 느낌표나 문장 부호를 활용하여 호흡이 끊기거나 터져 나오는 듯한 느낌을 살려 의역하는 것이 자연스럽다.",「い、イクゥゥゥッ！　アン、アン、アッ、アアアァァァァァァッ！」,"「이, 간다아아아아아아아아! 안, 안, 아, 아아아아아아아!」","「가, 가버렷...! 아, 아, 아, 아아아아악!」"
ワンワン,강아지처럼,의성어,"본래 '멍멍'이라는 뜻의 의성어지만, 여기서는 체위나 자세를 묘사하는 맥락이다. 따라서 '멍멍 스타일'과 같은 직역보다는 '강아지처럼 엎드린 자세' 혹은 '강아지 같은 자세'로 의역하여 인물의 동작이 시각적으로 그려지도록 해야 한다.",稲葉が不思議そうに見つめていると、美津子は自ら体位を変えた。ワンワンスタイルになって、お尻を突きだしてきた。,"완완 스타일이 되어, 엉덩이를 내밀었다.","이나바가 의아한 듯 바라보자, 미츠코는 스스로 체위를 바꿨다. 강아지처럼 엎드린 자세가 되어 엉덩이를 치켜들었다."
コネコネ,"조물조물, 주무르듯",의성어,"손가락 끝으로 무언가를 반복해서 누르거나 비비는 동작을 나타낸다. 문맥상 성적인 애무 상황이므로 단순히 '비비다'라는 표현보다는 손가락의 움직임과 압력이 느껴지는 '조물조물' 혹은 '꾹꾹'과 같은 의태어를 사용하여, 대상(클리토리스)을 정성스럽게 혹은 집요하게 만지는 느낌을 살려 의역해야 한다.",稲葉の分身はなおも丹念に舐めまわしながら、指でクリトリスを揉みしだいている。クルクル、コネコネと、ベアリングの玉を磨いてでもいるかのように、指先に蜜液を塗りつけて、クリトリスを愛撫していく。,"쿠루쿠루, 코네코네하며 베어링 구슬을 닦듯이...","빙글빙글, 조물조물하며 마치 베어링 구슬이라도 닦아내려는 듯이..."
チリンチリン,딸랑딸랑,의성어,작은 방울이나 종이 가볍고 경쾌하게 울리는 소리를 나타낸다. 소설적 문맥에서는 단순히 소리 자체를 묘사하기보다 '딸랑거리는 방울 소리'와 같이 동작이나 상태를 자연스럽게 연결하여 번역하는 것이 좋다.,稲葉は早くハンハンを捕まえて部屋に戻ろうと、名を呼びながら近づく。するとハンハンは、またチリンチリンと鈴を鳴らしながら先へ先へと逃げていく。,"그러자 한한은, 또 치린치린하고 방울을 울리며 앞서 앞서 도망쳐 간다.","그러자 한한은, 다시 딸랑딸랑 방울 소리를 내며 이리저리 도망쳐 갔다."
ニャーニャー,야옹야옹,의성어,"고양이의 울음소리를 나타내는 의성어로, 문맥상 고양이가 가늘고 애처로운 목소리로 울고 있으므로 '야옹야옹' 혹은 상황에 따라 '애처롭게 야옹거리며'와 같이 소리의 느낌을 살려 번역한다. 단순히 소리만 옮기기보다 고양이의 상태가 드러나도록 자연스럽게 처리해야 한다.",猫はカーテンの引かれているほうにいて、姿はガラス越しに映しだされていない。稲葉が様子をうかがっていると、そのまま動かずに、ニャーニャーと細い声で鳴きだした。,"이나바가 살피고 있자, 그대로 움직이지 않고 니야니야하고 가는 목소리로 울기 시작했다.","이나바가 상황을 살피고 있자, 고양이는 그대로 움직이지 않은 채 야옹야옹 가냘픈 목소리로 울기 시작했다."
ハンハン,"흥흥, 흥!, 씩씩",의성어,"코를 씩씩거리며 거칠게 숨을 내쉬는 소리나, 화가 나서 콧방귀를 뀌는 소리를 나타낸다. 문맥에 따라 분노를 나타내는 '씩씩'이나 코웃음을 치는 '흥흥' 등으로 의역하며, 인물의 감정 상태(분노, 불쾌함, 혹은 콧물 등으로 인한 호흡)에 맞춰 자연스럽게 표현해야 한다.",「ハンハン……」,그녀는 한한... 하고 소리를 냈다.,그녀는 씩씩거리며 거친 숨을 몰아쉬었다.
ジリジリ,"지릿지릿, 지그시, 천천히",의성어,"물리적인 마찰이나 압박, 혹은 무언가 서서히 조여오거나 움직이는 모양을 나타낸다. 본 문맥에서는 결박된 다리가 위로 끌려 올라가는 고통스럽거나 자극적인 움직임을 묘사하므로, 단순히 소리를 나타내는 직역보다는 신체의 움직임이 느껴지는 '지그시'나 '지릿지릿' 같은 표현을 사용하여 긴장감과 관능미를 살려 의역해야 한다.",蕾にもっと激しいバイブレーションをきかせると、ついに久美子は、自ら膝を折ったまま、緊縛された両脚を上にジリジリと引きあげてきた。快感を訴えるように、乳房の盛りあがりが波打ちはじめる。白衣を着て、聴診器を患者の胸にあてているときの女医．久美子とはまるで別人のような、ひとりの可愛い女としての反応だ。,결박된 양다리를 위로 지리지리 끌어올렸다.,결박된 양다리를 위로 지그시 끌어올렸다.
フルフル,"살랑살랑, 흔들흔들, 파르르",의성어,"가벼운 진동이나 떨림을 나타내는 의태어이다. 본 문맥에서는 유방이 움직임에 따라 가볍게 흔들리는 모양을 묘사하므로, 문장의 분위기에 맞춰 '살랑살랑' 혹은 '출렁출렁'과 같이 부드럽고 관능적인 느낌을 주는 한국어 표현으로 의역하는 것이 자연스럽다. 단순히 '풀풀'이라고 직역하는 것은 피해야 한다.",久美子は口を半開きにして、四肢を震わせていた。軽くピストンを送りこみつつ、勃起した乳首をのせたお椀型の乳房が、フルフルと可愛らしく揺れていた。まだ本格的な律動を開始させていないのに、早くも久美子は甘え声をもらしている。,유두를 얹은 사발 모양의 유방이 풀풀 귀엽게 흔들리고 있었다.,유두를 머금은 사발 모양의 가슴이 살랑살랑 귀엽게 흔들리고 있었다.
グーグー,쿨쿨,의성어,"깊은 잠에 빠져 코를 골거나 아무런 방해 없이 아주 깊이 자는 모양을 나타낸다. 소설적 문맥에서는 단순히 소리를 묘사하기보다 '쿨쿨 잠들다', '세상모르고 자다'와 같이 상태를 자연스럽게 표현하는 것이 좋다.",俺はこんないいことをされながら、毎晚、馬鹿みたいにグーグーと寝ていたのか。なんてもったいない。そうだ、睡眠薬を飲ませて患者の体を弄んでいたことをたてに、脅してやろう。あああ、この純真で恥ずかしがり屋の女医さんを、恥辱地獄に落としてやったら、どんなに興奮できるだろう……。,나는 매일 밤 바보같이 구구하고 자고 있었던 건가.,"나는 이렇게 좋은 대접을 받으면서도, 매일 밤 바보같이 쿨쿨 잠만 자고 있었던 건가."
ツンツン,"콕콕, 톡톡, 살랑살랑",의성어,"끝이 뾰족한 물체로 가볍게 찌르거나 건드리는 모양을 나타낸다. 문맥상 성적인 자극을 주는 섬세하고 조심스러운 움직임이므로, 단순히 '찌르는' 느낌보다는 '콕콕 건드리다' 혹은 '살랑살랑 자극하다'와 같이 상황의 분위기를 살린 부드러운 표현으로 의역하는 것이 자연스럽다.",久美子は折しも、舌先を尖らせて鈴口を突つこうとしていた。ツンツンと小さな割れ目を刺激し、次に亀頭全体を輪を描くように舐めまわしはじめる。目を閉じ、長い睫毛をしばたかせると、先端をすっぽりと口に含みこんだ。,"츠ン츠ン하고 작은 틈새를 자극하며, 다음에는 귀두 전체를...","작은 틈새를 콕콕 건드리며 자극하더니, 이내 귀두 전체를 원을 그리듯 핥아 올리기 시작했다."
ゴトゴト,덜컹덜컹,의성어,"무겁거나 큰 물체가 부딪히며 나는 소리를 나타낸다. 문맥상 밤늦은 시간 정적 속에서 문이 열리는 소리이므로, 갑작스러운 움직임이나 불길함을 암시하는 '덜컹덜컹' 혹은 '덜컥'과 같은 표현을 사용하여 긴장감을 살려 의역해야 한다. 단순히 소리 자체를 묘사하기보다 상황의 분위기에 맞춰 자연스럽게 연결한다.",いつの間にか、深夜になっていた。夜の二時をどこかの時計が打った。その時、遠くでゴトゴトッとドアの開く音がして、川田はハッとして耳を澄ませた。,"그때, 멀리서 고토고토하고 문이 열리는 소리가 나서, 카와다는 깜짝 놀라 귀를 기울였다.","그때, 멀리서 덜컹거리며 문이 열리는 소리가 들려왔고, 카와다는 소스라치게 놀라 귀를 기울였다."
ビロビロ,너덜너덜하게,의성어,"살점이 길게 늘어져 있거나 형태가 일정하지 않고 축 처진 모양을 나타낸다. 문맥상 성기 주변의 살점이 과하게 늘어져 있는 상태를 묘사하므로, 단순히 '길쭉한'이라는 의미보다는 '너덜너덜하게', '늘어진', '축 처진' 등의 표현을 사용하여 시각적인 질감을 살려 의역하는 것이 자연스럽다.",ビロビロの肉びらが、溝のなかにめりこんでいた。クリトリスを内包している肉がよく発達していた。蕾を剥きだしてみると、そこだけは瑞々しく膨らんでいて、興奮をあからさまにしていた。指先でさぐった感じからして、かなり大きそうだ。,비로비로한 고기 조각이 홈 안에 박혀 있었다.,너덜너덜하게 늘어진 살점 조각이 홈 사이에 끼어 있었다.
ムウムウ,"웅얼웅얼, 읍읍, 으음",의성어,"입안이 무언가로 가득 차서 소리가 제대로 나오지 못하고 막힌 상태를 나타낸다. 문맥상 입으로 성기를 애무하는 상황이므로, 단순히 소리를 묘사하기보다 '입을 막은 듯한 신음'이나 '말을 삼키는 듯한 소리'로 의역하여 관능적인 분위기를 살려야 한다. '무무'와 같은 기계적 직역은 피해야 한다.",指のひらで揉みしだいてやると、いっそう激しく頭を上下させ、ムウムウと声をもらしながら、肉棒を唇でしごきたててきた。,"무무하며 목소리를 흘리면서, 육봉을 입술로 훑어 올렸다.","입안이 가득 찬 듯 웅얼거리는 신음을 흘리며, 육봉을 입술로 거칠게 훑어 올렸다."
ガガガガ,"덜덜덜, 가가각, 컥컥",의성어,"목이 메거나, 몸이 심하게 떨리거나, 혹은 무언가 걸려서 말을 제대로 잇지 못하는 상태를 나타내는 의성어다. 문맥에 따라 경련하듯 떠는 모습이면 '덜덜덜', 숨이 막히는 상황이면 '컥컥' 또는 '가학가학' 등의 느낌으로 의역해야 한다. 단순히 글자 그대로 '가가가가'라고 옮기면 문학적 맛이 살지 않는다.",「アッ、アガガガガッ……」,"「앗, 아가가가가……」","「아, 아가각, 컥……!」"
ペッタリ,"찰싹, 빈틈없이, 딱 달라붙어",의성어,"피부와 피부가 빈틈없이 밀착되는 모양을 나타낸다. 소설적 문맥에서는 단순히 '딱 붙어서'라고 하기보다, 신체 부위가 상대의 얼굴에 '찰싹' 내려앉거나 '빈틈없이 밀착되는' 느낌을 살려 상황의 농밀함을 표현해야 한다. '페타리'라는 발음을 그대로 옮기지 말고 동작의 밀착도를 강조하여 의역한다.",やがて夏子は、股間をねぶられながら甘い鼻声をもらす。一度火のついた女体は、再燃するのが早かった。下半身にオーガスムの波が押し寄せてくると、もう一度お尻をペッタリと孝則の顔の上に乗せて、腰をまわす。,"다시 한번 엉덩이를 페타리하고 타카노리의 얼굴 위에 얹고, 허리를 돌린다.",다시 한번 엉덩이를 타카노리의 얼굴 위에 찰싹 밀착시키며 허리를 돌렸다.
ワワワワ,"허둥지둥, 어버버, 허겁지겁",의성어,"당황하거나 정신을 못 차릴 때 내는 소리 혹은 입을 제대로 다물지 못하고 말을 더듬는 상태를 나타낸다. 소설적 맥락에서는 단순히 소리를 그대로 옮기기보다 캐릭터가 당황하여 말을 잇지 못하는 모습('어버버', '어버버버')이나 정신없이 몰아치는 상황을 묘사하는 표현으로 의역하는 것이 자연스럽다.",「アッ、アワワワワ……ハッ、ハアアァァーン！」,"「앗, 와와와와…… 하, 하아아아앙!」","「앗, 어버버버…… 하, 하아아아앙!」"
ヒイヒイ,"헉헉거리며, 신음하며, 정신없이",의성어,"상황에 따라 숨이 가빠서 내는 소리나 고통 혹은 쾌락으로 인해 내뱉는 비명 섞인 신음을 의미한다. 문맥상 성적인 자극에 의해 정신을 못 차리고 내뱉는 소리이므로, 단순히 소리를 묘사하기보다는 '헉헉거리다', '정신없이 신음하다'와 같이 인물의 상태를 나타내는 표현으로 의역하는 것이 소설적 흐름에 자연스럽다.",こんなねっとりとした穴のなかに、ペニスを差し込むのか……早く入れて、射精させてみたいな。きっとオナニーとは雲泥の差があるんだろうな。硬くなったチンポで貫いてやったら、いくら年上のこの奥さんだって、ヒイヒイ言ってぼくにしがみついてくるに決まってる。女王様と奴隷が逆転して、王様と美人奴隷になっていくんだ……。,"아무리 연상의 이 부인이라도, 히이히이 소리를 내며 나에게 매달릴 게 분명해.","아무리 연상의 이 부인이라도, 쾌락에 겨워 헉헉거리며 나에게 매달릴 게 분명해."
クルクル,"빙글빙글, 휘릭휘릭, 원을 그리며",의성어,"손가락 끝으로 특정 부위를 반복적으로 돌리는 동작을 나타낸다. 소설적 문맥에서는 단순히 '뱅글뱅글'이라고 하기보다, 손가락의 움직임을 묘사하는 '원을 그리며'나 동작의 리듬감을 살린 '빙글빙글' 등으로 의역하여 관능적인 분위기를 자연스럽게 살려야 한다.",孝則の目は、敵の動きを偵察する步哨のように、赤い爪の指先を監視した。夏子はそのまさかどおり、中指でクリトリスを押しつけると、クルクルとまわしながら指先で刺激を与えはじめた。,중지로 클리토리스를 누르며 쿠루쿠루 돌리기 시작했다.,"중지로 클리토리스를 짓누르며, 손가락 끝을 빙글빙글 돌려 자극을 주기 시작했다."
フフフフ,후후후,의성어,"상대방을 비웃거나 여유롭게 조롱할 때, 혹은 자신의 계획이 성공적임을 확신하며 내뱉는 낮은 웃음소리다. 한국어 소설 문맥에서는 상황의 분위기에 따라 '후후후', '흐흐흐', '훗' 등으로 변주될 수 있으나, 여기서는 여왕이라는 캐릭터의 고압적이고 우아한 태도를 유지하기 위해 '후후후'로 번역하는 것이 가장 자연스럽다.",「フフフフ、正直な子だね。いいだろう。だったら見せてあげろう。そのかわり、一つ条件を出すよ。フフフ……お前はわたしのアソコを見ても、絶対にペニスを勃起させてはならない。勃起するということは、いやしくも奴隷の分際で、この女王様のアソコに、ペニスを入れたいという、大それた考えを起こした証拠なのだからね」,"후후후후, 정직한 아이구나.","“후후후, 정직한 아이네. 좋다고. 그렇다면 보여주마. 그 대신, 조건이 하나 있다. 후후후…… 너는 나의 그곳을 보더라도 절대로 페니스를 발기시켜서는 안 된다. 발기한다는 것은, 천박한 노예 주제에 이 여왕님의 그곳에 페니스를 넣고 싶다는, 주제넘은 생각을 품었다는 증거니까 말이야.”"
グルグル,"빙글빙글, 어지럽게",의성어,"머리나 생각이 복잡하게 돌아가는 상태를 나타낸다. 문맥상 남편이 혼란스러워하거나 정신을 못 차리는 상황이므로, 단순히 회전하는 모양인 '빙글빙글'보다는 '머릿속이 어지럽게 돌아가다' 혹은 '생각이 빙글빙글 돌다'와 같이 심리적 혼란을 나타내는 표현으로 의역하는 것이 자연스럽다.",夫が頭をグルグルとまわす。天狗の鼻先は子宮口をグリグリと押しつぶして抉り抜く。鼻の下の剛毛はアヌスと内腿を刺激し、眉の剛毛はデルタをくすぐった。,남편이 머리를 구루구루 돌린다.,남편의 머릿속이 빙글빙글 어지럽게 돌아갔다.
